import_row_id,screening_title,description,legacy_credit_text,film_runtime,print_source,permission,location,date,datetime_one,datetime_two
event_90056,The Films of Peter Kubelka: Including His Newest Work—Peter Kubelka In Person ,"Austrian independent filmmaker Peter Kubelka, founder-member and a curator of the Oesterreichisches Filmmuseum since 1963, has been called the “perfectionist of the film medium” (Stan Brakhage), and his cinema compared to “a piece of crystal” (Jonas Mekas). “Nowhere else in cinema have I been so stuck to a sense of everything being just right” (Ken Kelman). “And his works are sound films. Here, at last, is a filmmaker’s ear that creates in contrapuntal accord with his eye in the making” (Stan Brakhage). Now, after ten years, Kubelka has completed another film, sixth, Pause! ‘76 (1966–76, 12 mins, color), which belongs to an ongoing major work entitled Monument to the Old World. This follows upon Unsere Afrikaeise (1961–66, 12 ½ mins, color), which was five years in the making. Also to be screened are his earlier films: Arnulf Rainer (1956–60, 6 ½ mins, color), Schwechater (1957–58, 1 min, color), Adebar (1956–57, 1 ½ mins), and Mosaik Im Vertrauen (1954–55, 16 ½ mins, black & white/color). Kubelka has recently completed a month of lectures on filmmaking at the Museum of Modern Art, where he premiered his new film, and is filmmaker-in-residence at the S.F. Art Institute, during March. ","(1961–66, 12 ½ mins, color)",12.5,,,PFA Theater,1977-03-15,1977-03-15T19:30,
event_90057,The Films of Peter Kubelka: Including His Newest Work—Peter Kubelka In Person ,"Austrian independent filmmaker Peter Kubelka, founder-member and a curator of the Oesterreichisches Filmmuseum since 1963, has been called the “perfectionist of the film medium” (Stan Brakhage), and his cinema compared to “a piece of crystal” (Jonas Mekas). “Nowhere else in cinema have I been so stuck to a sense of everything being just right” (Ken Kelman). “And his works are sound films. Here, at last, is a filmmaker’s ear that creates in contrapuntal accord with his eye in the making” (Stan Brakhage). Now, after ten years, Kubelka has completed another film, sixth, Pause! ‘76 (1966–76, 12 mins, color), which belongs to an ongoing major work entitled Monument to the Old World. This follows upon Unsere Afrikaeise (1961–66, 12 ½ mins, color), which was five years in the making. Also to be screened are his earlier films: Arnulf Rainer (1956–60, 6 ½ mins, color), Schwechater (1957–58, 1 min, color), Adebar (1956–57, 1 ½ mins), and Mosaik Im Vertrauen (1954–55, 16 ½ mins, black & white/color). Kubelka has recently completed a month of lectures on filmmaking at the Museum of Modern Art, where he premiered his new film, and is filmmaker-in-residence at the S.F. Art Institute, during March. ","(1956–60, 6 ½ mins, color)",6.5,,,PFA Theater,1977-03-15,1977-03-15T19:30,
event_90058,The Films of Peter Kubelka: Including His Newest Work—Peter Kubelka In Person ,"Austrian independent filmmaker Peter Kubelka, founder-member and a curator of the Oesterreichisches Filmmuseum since 1963, has been called the “perfectionist of the film medium” (Stan Brakhage), and his cinema compared to “a piece of crystal” (Jonas Mekas). “Nowhere else in cinema have I been so stuck to a sense of everything being just right” (Ken Kelman). “And his works are sound films. Here, at last, is a filmmaker’s ear that creates in contrapuntal accord with his eye in the making” (Stan Brakhage). Now, after ten years, Kubelka has completed another film, sixth, Pause! ‘76 (1966–76, 12 mins, color), which belongs to an ongoing major work entitled Monument to the Old World. This follows upon Unsere Afrikaeise (1961–66, 12 ½ mins, color), which was five years in the making. Also to be screened are his earlier films: Arnulf Rainer (1956–60, 6 ½ mins, color), Schwechater (1957–58, 1 min, color), Adebar (1956–57, 1 ½ mins), and Mosaik Im Vertrauen (1954–55, 16 ½ mins, black & white/color). Kubelka has recently completed a month of lectures on filmmaking at the Museum of Modern Art, where he premiered his new film, and is filmmaker-in-residence at the S.F. Art Institute, during March. ","(1957–58, 1 min, color)",1,,,PFA Theater,1977-03-15,1977-03-15T19:30,
event_90059,The Films of Peter Kubelka: Including His Newest Work—Peter Kubelka In Person ,"Austrian independent filmmaker Peter Kubelka, founder-member and a curator of the Oesterreichisches Filmmuseum since 1963, has been called the “perfectionist of the film medium” (Stan Brakhage), and his cinema compared to “a piece of crystal” (Jonas Mekas). “Nowhere else in cinema have I been so stuck to a sense of everything being just right” (Ken Kelman). “And his works are sound films. Here, at last, is a filmmaker’s ear that creates in contrapuntal accord with his eye in the making” (Stan Brakhage). Now, after ten years, Kubelka has completed another film, sixth, Pause! ‘76 (1966–76, 12 mins, color), which belongs to an ongoing major work entitled Monument to the Old World. This follows upon Unsere Afrikaeise (1961–66, 12 ½ mins, color), which was five years in the making. Also to be screened are his earlier films: Arnulf Rainer (1956–60, 6 ½ mins, color), Schwechater (1957–58, 1 min, color), Adebar (1956–57, 1 ½ mins), and Mosaik Im Vertrauen (1954–55, 16 ½ mins, black & white/color). Kubelka has recently completed a month of lectures on filmmaking at the Museum of Modern Art, where he premiered his new film, and is filmmaker-in-residence at the S.F. Art Institute, during March. ","(1956–57, 1 ½ mins)",1.5,,,PFA Theater,1977-03-15,1977-03-15T19:30,
event_90060,The Films of Peter Kubelka: Including His Newest Work—Peter Kubelka In Person ,"Austrian independent filmmaker Peter Kubelka, founder-member and a curator of the Oesterreichisches Filmmuseum since 1963, has been called the “perfectionist of the film medium” (Stan Brakhage), and his cinema compared to “a piece of crystal” (Jonas Mekas). “Nowhere else in cinema have I been so stuck to a sense of everything being just right” (Ken Kelman). “And his works are sound films. Here, at last, is a filmmaker’s ear that creates in contrapuntal accord with his eye in the making” (Stan Brakhage). Now, after ten years, Kubelka has completed another film, sixth, Pause! ‘76 (1966–76, 12 mins, color), which belongs to an ongoing major work entitled Monument to the Old World. This follows upon Unsere Afrikaeise (1961–66, 12 ½ mins, color), which was five years in the making. Also to be screened are his earlier films: Arnulf Rainer (1956–60, 6 ½ mins, color), Schwechater (1957–58, 1 min, color), Adebar (1956–57, 1 ½ mins), and Mosaik Im Vertrauen (1954–55, 16 ½ mins, black & white/color). Kubelka has recently completed a month of lectures on filmmaking at the Museum of Modern Art, where he premiered his new film, and is filmmaker-in-residence at the S.F. Art Institute, during March. ","(1954–55, 16 ½ mins, black & white/color)",16.5,,,PFA Theater,1977-03-15,1977-03-15T19:30,
event_90061,,"Before he became a heavyweight (Stalin’s favorite director) in the ’30s, Mikhail Chiaurelli was a considerable innovator: Saba is a melodrama about a tough worker with a drinking problem, boldly lighted and staged, and blending realism with expressionism. The street scenes anticipate Italian neo-realism, and the anti-drunk finale is not without its eccentric humor. 
(1929, 35mm, 73 mins, Russian intertitles with English translation)","(1929, 35mm, 73 mins, Russian intertitles with English translation)",73,,,PFA Theater,1977-03-16,1977-03-16T18:00,
event_90062,Victor Sjostrom’s American Masterpiece,"The Wind features Lillian Gish as a young girl who arrives in a small dust-bowl town where she must fight against many hostile elements, of which the human kind are the most treacherous. She marries a man who disgusts her, and shoots another who violates her. She is made hysterical by the fierce prairie wind and it (literally) blows all her way. This great silent recalls its director’s earlier Swedish works where the same theme prevailed- man’s helplessness against the physical and mythic forces of his environment. Suggesting Murnau in its simplicity and sublime visual style, it lies somewhere between Greed and Treasure Of Sierra Madre on the thematic level, both for its pitiless exposition of human folly and sadism, and for its fatalism symbolized by an ever-present and dominating landscape. French film historian George Sadoul calls The Wind “a perfect masterpiece,"" and his colleague Jean Mitry writes: “Never was anguish more natural, more evident than in this terrible duel between the young woman and the wind, and never has tragic grandeur achieved a more moving simplicity.” MGM. 
Directed by Victor Sjostrom. Screenplay by Francis Marion and John Colton, from the novel by Dorothy Scarborough, With Lillian Gish, Lars Hanson, Montagu Love. (1928, 88 mins, print courtesy of Films Inc.)","Directed by Victor Sjostrom. Screenplay by Francis Marion and John Colton, from the novel by Dorothy Scarborough, With Lillian Gish, Lars Hanson, Montagu Love. (1928, 88 mins, print courtesy of Films Inc.)",88,Films Inc.,,PFA Theater,1977-03-16,1977-03-16T19:30,
event_90063,,"According to visiting Finnish film historian Peter von Bagh, this excellent early Ingmar Bergman feature makes for instructive viewing in the context of the Swedish Silent Cinema retrospective we have been presenting since January: “for the inspired treatment of the theme of Scandinavian summer, the duality of theatre and nature; as such a direct wonderful continuation of silent era themes.” 
Directed by Ingmar Bergman. With Maj-Britt Nilson, Berger Masten. (1950, 95 mins, 35mm, English titles, print courtesy of Kino International)","Directed by Ingmar Bergman. With Maj-Britt Nilson, Berger Masten. (1950, 95 mins, 35mm, English titles, print courtesy of Kino International)",95,Kino International,,PFA Theater,1977-03-16,1977-03-16T21:15,
event_90064,"Jean-Luc Godard In Person! Presenting In Wheeler Auditorium, $2.50","Godard’s Weekend is the handsome, maddeningly long pilgrimage of jaded, fascinating, wrinkle-faced woman (Mireille Dare) which gets more and more barbaric while the actress shows a sexy, haunting talent for withdrawing, going blank when she hasn’t anything to say. It is a soul-shouter movie which often devours the violence it wants through a spoiled-rotten, rich-man’s technique, a toy-like presentation of highway cannibalism, sexual expertise, capitalism at its hate-consumed dead end. Sometimes the web of worlds builds into a good funny speech and there is a growling display-room color, a vehement moving from one grotesque, humorous texture and setup to another. —Manny Farber. 
Directed by Jean-Luc Godard. With Jean Yanne, Jean-Pierre Kalfon, Jean-Pierre Leaud, and Anne Wiazemsky. (1968, 95 mins, color, 35mm, English titles) 

Number Two (Numero Deux) (tentative)
At this writing, Jean-Luc Godard has confirmed to us that he will come to Berkeley with his collaborator Anne-Marie Mieville for two programs in Wheeler, March 16 and 17. We are hopeful that we will be able to obtain from France and Britain the 35mm subtitled print of his boldly experimental work of 1975, Numero Deux, which we presented on April 14, 1976. If we do not succeed in obtaining Number Two, another film, or a special forum on film & video with Godard, will be announced as accompanying Weekend on this program. ","Directed by Jean-Luc Godard. With Jean Yanne, Jean-Pierre Kalfon, Jean-Pierre Leaud, and Anne Wiazemsky. (1968, 95 mins, color, 35mm, English titles) ",95,,,Wheeler Auditorium,1977-03-16,1977-03-16T19:30,
event_90065,"Jean-Luc Godard In Person! Presenting In Wheeler Auditorium, $2.50 (tentative)","Godard’s Weekend is the handsome, maddeningly long pilgrimage of jaded, fascinating, wrinkle-faced woman (Mireille Dare) which gets more and more barbaric while the actress shows a sexy, haunting talent for withdrawing, going blank when she hasn’t anything to say. It is a soul-shouter movie which often devours the violence it wants through a spoiled-rotten, rich-man’s technique, a toy-like presentation of highway cannibalism, sexual expertise, capitalism at its hate-consumed dead end. Sometimes the web of worlds builds into a good funny speech and there is a growling display-room color, a vehement moving from one grotesque, humorous texture and setup to another. —Manny Farber. 
Directed by Jean-Luc Godard. With Jean Yanne, Jean-Pierre Kalfon, Jean-Pierre Leaud, and Anne Wiazemsky. (1968, 95 mins, color, 35mm, English titles) 

Number Two (Numero Deux) (tentative)
At this writing, Jean-Luc Godard has confirmed to us that he will come to Berkeley with his collaborator Anne-Marie Mieville for two programs in Wheeler, March 16 and 17. We are hopeful that we will be able to obtain from France and Britain the 35mm subtitled print of his boldly experimental work of 1975, Numero Deux, which we presented on April 14, 1976. If we do not succeed in obtaining Number Two, another film, or a special forum on film & video with Godard, will be announced as accompanying Weekend on this program. ",,,,,Wheeler Auditorium,1977-03-16,1977-03-16T19:30,
event_90066,,"“Dolidze is an ethnographer, so he could be described as the Georgian Jean Rouch. The Last Crusaders tells of a small Khevsurian tribe’s progress towards civilisation and meticulously explores the everyday life and customs of this tribe. The hero is a Khevsur peasant, a realistic yet romantic figure, who has obeyed the laws of the forefathers all his life. The talented stage actor Sergo Zakariadze (who died in 1971) made his debut in the film” —Jeanne Vronskaya. 
Directed by Siko Dolidze. (1934, 68 mins, 35mm, English titles) ","Directed by Siko Dolidze. (1934, 68 mins, 35mm, English titles) ",68,,,PFA Theater,1977-03-17,1977-03-17T18:00,
event_90067,,"“This is the first feature work by Toshio Matsumoto, a famous filmmaker of experimental and documentary shorts, and director-critic of the modern Japanese avant-garde theatre. Funeral Parade of Roses is a brilliant, sensational depcition of the homosexual underworld of contemporary Tokyo, with its hero, Eddie, the central attraction of a “gay-bar,” the Genet. In addition to being the first Japanese film to deal with this aspect of society, it is also a modern parody of the Oedipus legend, one that ingeniously utilizes interviews with the performers in contrast to the dramatic movements of the story. A total aesthetic break with traditions is involved, with Eddie murdering his mother and winding up incumbent with his father.” —Albert Johnson, San Francisco Film Festival program note. 
Screenplay and direction by Toshio Matsumoto. With Peter, Osamu Ogasawara. (1969, 105 mins, 35mm, English titles, print from PFA Study Collection) ","Screenplay and direction by Toshio Matsumoto. With Peter, Osamu Ogasawara. (1969, 105 mins, 35mm, English titles, print from PFA Study Collection) ",105,PFA Study Collection,,PFA Theater,1977-03-17,1977-03-17T19:30,
event_90068,New Films by George and Mike Kuchar,"“Since their early teens in the Bronx, the Kuchar brothers have been responsible for the best comedies in the underground cinema. Taking elements of Hollywood movies (especially the B film) and pushing them beyond satire, they have created their own world of sleazy depravity, innocence and touching ludicrousness.” —Canyon Cinematheque. After they moved to San Francisco in the early ’70s their styles became increasingly distinct and personal. Mike, who recently moved back to New York, has released his first narrative film in years, Death Quest of the Ju Ju Cult (1976, 30 mins), a science fiction work with a touch of One Million Years B.C. and Things to Come, or, as his brother George writes: “. . . Mike never liked shooting in black and white until he started drawing black and white comic strips. This movie perfectly represents what he was striving for in his comic book art. It was shot in upstate New York in a style and pacing which is very much ‘him’ (as compared to ‘mine’ which bears its own signature . . . in grease pencil). I mention this only because when someone says the words ‘Kuchar brothers’ you automatically think of one homogeneous style of movie making, which is not the case at all. He strives after completely different things in methods all his own. This movie is set in the forests he loves best with characters out of Robert E. Howard stories and Wally Wood art work.” 
I An Actress (1976, 10 mins, print courtesy of Canyon Cinema) by George Kuchar is about the filmmaker directing an actress, a screen test. Also to be screen are two earlier works by Mike Kuchar: Takes of the Bronx (1968, 16 mins, color, print courtesy of Filmmakers Cooperative) and Cycles (1967, 20 mins, color, print courtesy of Filmmakers Cooperative) ","(1976, 30 mins)",30,,,PFA Theater,1977-03-17,1977-03-17T21:30,
event_90069,New Films by George and Mike Kuchar,"“Since their early teens in the Bronx, the Kuchar brothers have been responsible for the best comedies in the underground cinema. Taking elements of Hollywood movies (especially the B film) and pushing them beyond satire, they have created their own world of sleazy depravity, innocence and touching ludicrousness.” —Canyon Cinematheque. After they moved to San Francisco in the early ’70s their styles became increasingly distinct and personal. Mike, who recently moved back to New York, has released his first narrative film in years, Death Quest of the Ju Ju Cult (1976, 30 mins), a science fiction work with a touch of One Million Years B.C. and Things to Come, or, as his brother George writes: “. . . Mike never liked shooting in black and white until he started drawing black and white comic strips. This movie perfectly represents what he was striving for in his comic book art. It was shot in upstate New York in a style and pacing which is very much ‘him’ (as compared to ‘mine’ which bears its own signature . . . in grease pencil). I mention this only because when someone says the words ‘Kuchar brothers’ you automatically think of one homogeneous style of movie making, which is not the case at all. He strives after completely different things in methods all his own. This movie is set in the forests he loves best with characters out of Robert E. Howard stories and Wally Wood art work.” 
I An Actress (1976, 10 mins, print courtesy of Canyon Cinema) by George Kuchar is about the filmmaker directing an actress, a screen test. Also to be screen are two earlier works by Mike Kuchar: Takes of the Bronx (1968, 16 mins, color, print courtesy of Filmmakers Cooperative) and Cycles (1967, 20 mins, color, print courtesy of Filmmakers Cooperative) ","(1976, 10 mins, print courtesy of Canyon Cinema)",10,Canyon Cinema,,PFA Theater,1977-03-17,1977-03-17T21:30,
event_90070,New Films by George and Mike Kuchar,"“Since their early teens in the Bronx, the Kuchar brothers have been responsible for the best comedies in the underground cinema. Taking elements of Hollywood movies (especially the B film) and pushing them beyond satire, they have created their own world of sleazy depravity, innocence and touching ludicrousness.” —Canyon Cinematheque. After they moved to San Francisco in the early ’70s their styles became increasingly distinct and personal. Mike, who recently moved back to New York, has released his first narrative film in years, Death Quest of the Ju Ju Cult (1976, 30 mins), a science fiction work with a touch of One Million Years B.C. and Things to Come, or, as his brother George writes: “. . . Mike never liked shooting in black and white until he started drawing black and white comic strips. This movie perfectly represents what he was striving for in his comic book art. It was shot in upstate New York in a style and pacing which is very much ‘him’ (as compared to ‘mine’ which bears its own signature . . . in grease pencil). I mention this only because when someone says the words ‘Kuchar brothers’ you automatically think of one homogeneous style of movie making, which is not the case at all. He strives after completely different things in methods all his own. This movie is set in the forests he loves best with characters out of Robert E. Howard stories and Wally Wood art work.” 
I An Actress (1976, 10 mins, print courtesy of Canyon Cinema) by George Kuchar is about the filmmaker directing an actress, a screen test. Also to be screen are two earlier works by Mike Kuchar: Takes of the Bronx (1968, 16 mins, color, print courtesy of Filmmakers Cooperative) and Cycles (1967, 20 mins, color, print courtesy of Filmmakers Cooperative) ","(1968, 16 mins, color, print courtesy of Filmmakers Cooperative)",16,Filmmakers Cooperative,,PFA Theater,1977-03-17,1977-03-17T21:30,
event_90071,New Films by George and Mike Kuchar,"“Since their early teens in the Bronx, the Kuchar brothers have been responsible for the best comedies in the underground cinema. Taking elements of Hollywood movies (especially the B film) and pushing them beyond satire, they have created their own world of sleazy depravity, innocence and touching ludicrousness.” —Canyon Cinematheque. After they moved to San Francisco in the early ’70s their styles became increasingly distinct and personal. Mike, who recently moved back to New York, has released his first narrative film in years, Death Quest of the Ju Ju Cult (1976, 30 mins), a science fiction work with a touch of One Million Years B.C. and Things to Come, or, as his brother George writes: “. . . Mike never liked shooting in black and white until he started drawing black and white comic strips. This movie perfectly represents what he was striving for in his comic book art. It was shot in upstate New York in a style and pacing which is very much ‘him’ (as compared to ‘mine’ which bears its own signature . . . in grease pencil). I mention this only because when someone says the words ‘Kuchar brothers’ you automatically think of one homogeneous style of movie making, which is not the case at all. He strives after completely different things in methods all his own. This movie is set in the forests he loves best with characters out of Robert E. Howard stories and Wally Wood art work.” 
I An Actress (1976, 10 mins, print courtesy of Canyon Cinema) by George Kuchar is about the filmmaker directing an actress, a screen test. Also to be screen are two earlier works by Mike Kuchar: Takes of the Bronx (1968, 16 mins, color, print courtesy of Filmmakers Cooperative) and Cycles (1967, 20 mins, color, print courtesy of Filmmakers Cooperative) ","(1967, 20 mins, color, print courtesy of Filmmakers Cooperative) ",20,Filmmakers Cooperative,,PFA Theater,1977-03-17,1977-03-17T21:30,
event_90072,"Special Preview Screening! Filmmaker Barbara Kopple In Person! In Wheeler Auditorium, $2.00","One of the most important American documentaries of recent years, Harlan County, U.S.A. is a gripping chronicle of the struggle of Harlan County (Kentucky) miners and their wives to achieve union recognition and basic human rights. The film focuses on the bitter 13-month strike against the Duke Power Company in 1973, but refers back to the “Bloody Harlan” strike actions of the 1930s. Barbara Kopple spent four years making this film, most of the time living and working with the people of Harlan County. And it shows. Seldom has a political documentary contained so many intimate and unaffected portraits of individual men and women engaged in class struggle. Harlan County, U.S.A. is scheduled to begin its San Francisco premiere engagement March 23 at the Surf Theatre. We are grateful to Mel Novikoff of the Surf Theatres, and Don Rugodd of Cinema 5, for making possible this special preview screening.
Directed and produced by Barbara Kopple. Photographed by Hart Perry, Kevin Keating, Phil Parmet, Flip McCarthy, and Tom Hurwitz. (1976, 103 mins, color, print courtesy of Cinema 5)","Directed and produced by Barbara Kopple. Photographed by Hart Perry, Kevin Keating, Phil Parmet, Flip McCarthy, and Tom Hurwitz. (1976, 103 mins, color, print courtesy of Cinema 5)",103,Cinema 5,,PFA Theater,1977-03-18,1977-03-18T20:00,
event_90073,"Two Films by Georgi Shengelaya—Georgi Shengelaya In Person! $1.50
","Pirosmani, which we have shown several times previously at PFA, was largely responsible for putting the recent Georgian Cinema on the map. An evocation of the life and times of the primitive painter Pirsomani, Georgi Shengelaya’s film succeeds in finding a perfect visual equivalent to the tone and flavor of the paintings (without self-consciously copying them), as well as creating a loving portrait of the Georgian scene at the turn of the century. 
(1971, 85 mins, color, English titles) 
“After Pirosmani, Georgi Shengelaya turned his attention to the film musical and Melodies is a cheerful divertissement set in old-time Tiflis, with large-scale ensembles lavishly staged in colour and wide-screen. Although a little too cute and broad at times, it is an interesting experiment with more than a mod towards MGM musicals, yet imbued with a national feeling which emerges in both the costuming and the catchy music.” —John Gillett 
Directed by Georgi Shengelaya. With V. Kikabodze, Sofiko Chkaurelli. (1973, 100 mins, color, 35mm, English titles)","(1971, 85 mins, color, English titles) ",85,,,PFA Theater,1977-03-19,1977-03-19T14:00,
event_90074,Two Films by Georgi Shengelaya—Georgi Shengelaya In Person! $1.50,"Pirosmani, which we have shown several times previously at PFA, was largely responsible for putting the recent Georgian Cinema on the map. An evocation of the life and times of the primitive painter Pirsomani, Georgi Shengelaya’s film succeeds in finding a perfect visual equivalent to the tone and flavor of the paintings (without self-consciously copying them), as well as creating a loving portrait of the Georgian scene at the turn of the century. 
(1971, 85 mins, color, English titles) 
“After Pirosmani, Georgi Shengelaya turned his attention to the film musical and Melodies is a cheerful divertissement set in old-time Tiflis, with large-scale ensembles lavishly staged in colour and wide-screen. Although a little too cute and broad at times, it is an interesting experiment with more than a mod towards MGM musicals, yet imbued with a national feeling which emerges in both the costuming and the catchy music.” —John Gillett 
Directed by Georgi Shengelaya. With V. Kikabodze, Sofiko Chkaurelli. (1973, 100 mins, color, 35mm, English titles)","Directed by Georgi Shengelaya. With V. Kikabodze, Sofiko Chkaurelli. (1973, 100 mins, color, 35mm, English titles)",100,,,PFA Theater,1977-03-19,1977-03-19T14:00,
event_90075,Two Films with Ingrid Bergman,"A superb psychological melodrama in which brilliant performances by Ingrid Bergman and Charles Boyer, and the eerie setting of a large, decaying London mansion give credibility to the story of a man trying to drive his wife insane. George Cukor’s mastery of all details of atmosphere and suspense—particularly his studio evocation of fog-enshrouded London street and attics—represents Hollywood craftsmanship at its highest creative level. 
Directed by George Cukor. With Ingrid Bergman, Charles Boyer, Joseph Cotten, Angela Lansbury. (1944, 114 mins, print courtesy of Films Inc.) ","Directed by George Cukor. With Ingrid Bergman, Charles Boyer, Joseph Cotten, Angela Lansbury. (1944, 114 mins, print courtesy of Films Inc.) ",114,Films Inc.,,PFA Theater,1977-03-19,1977-03-19T17:30,1977-03-19T21:20
event_90076,Two Films with Ingrid Bergman,"One of Hitchcock’s finest and most characteristic films (Truffaut considers it his best), Notorious is ostensibly a spy melodrama set in Rio de Janeiro, where a group of ex-Nazis have established a base for post-war activities. As such it is a superb thriller, richly photographed by Ted Tetzlaff and well acted by a cast headed by Claude Rains as the Nazi leader and Ingrid Bergman and Cary Grant as the secret agents charged with uncovering the German plot. However, on a deeper level, the film is an unusual study of relationships, focusing on the love two men share for the same woman and the conflicts each suffers when duty clashes with love. Rains’ Nazi villain, a mild-mannered man hopelessy in love with a taller woman and dominated by his mother, is a perverse and oddly sympathetic character that only Hitchcock could have conveyed so brilliantly. 
Directed by Alfred Hitchcock. (1946, 102 mins, print courtesy of Mac-Milan Audio Brandon) ","Directed by Alfred Hitchcock. (1946, 102 mins, print courtesy of Mac-Milan Audio Brandon)",102,Mac-Milan Audio Brandon, ,PFA Theater,1977-03-19,1977-03-19T19:30,1977-03-19T23:20
event_90077,Directors Georgi Shengelaya & Rezo Chkheidze In Person! $1.50,"Elisso was directed by one of the great figures in Georgian Cinematography, Nikolai Shengelaya, Shengelaya’s son Georgi—one of Georgia’s leading filmmakers today (Pirosmani)—will be present to discuss the historical epic, evoking the tragic fate of a nation pacified in 1984 by the Tsarist Russian Empire. According to the recently published “Cinema: The Magic Vehicle,” by Adam Garbicz and Jacek Klinowski: “The majestic rhythm of Shengelaya’s poem appears to be organically ingrown to the land of which it speaks. The raw, but ravishingly beautiful, mountain landscapes, in a way co-director of the picture, determine the atmosphere of the work and explain human actions and characters.” 
Screenplay by Shengelaya, Sergei Tretyakov, and Eleg Leonidov. With Alexander Imedashvili, Kokta Karalashvili. (1928, 70 mins, 35mm, Russian titles with English voice translation) ","Screenplay by Shengelaya, Sergei Tretyakov, and Eleg Leonidov. With Alexander Imedashvili, Kokta Karalashvili. (1928, 70 mins, 35mm, Russian titles with English voice translation) ",70,,,PFA Theater,1977-03-20,1977-03-20T14:00,
event_90078,Directors Georgi Shengelaya & Rezo Chkheidze In Person! $1.50,"Our Courtyard was directed by the current head of the Georgian Film Studio, Rezo Chkheidze, who co-directed the first important film of the New Georgian Cinema, Magdana’s Donkey (1955). According to the British Film Institute, Our Courtyard is “One of the finest works of the Georgian renaissance in the 1950s, this is picaresque study of like and love in a tenement block, rather loosely constructed, but likeable and amiable in the Italian tradition of films like Sunday in August. Its swift movement from character to character is facilitated by that mobile camera style which is one of the characteristics of Georgian cinema and there is an added interest in the appearance of Georgi Shengelaya, then a young actor.” 
(1956, 89 mins, 35mm, English titles) ","(1956, 89 mins, 35mm, English titles) ",89,,,PFA Theater,1977-03-20,1977-03-20T14:00,
event_90079,Program Selection by Phillip Lopate,"Directed by Francois Truffant. With Jean-Pierre Leaud, Patrick Auffay, Claire Maurier. (1959, 98 mins, 35mm, print courtesy of Kino International) ","Directed by Francois Truffant. With Jean-Pierre Leaud, Patrick Auffay, Claire Maurier. (1959, 98 mins, 35mm, print courtesy of Kino International) ",98,Kino International,,PFA Theater,1977-03-20,1977-03-20T17:30,1977-03-20T21:15
event_90080,Program Selection by Phillip Lopate,"“Andrew Sarris has noted ‘the intense physicality of the performances’ in Arthur Penn’s films, and nowhere is it more evident than in the stunning ensemble work of Patty Duke and Anne Bancroft in this outstanding early film by the director of Bonnie and Clyde. Based on William Gibson’s long-run Broadway play, The Miracle Worker focuses on the monumental (one is tempted to say ‘Brechtian’) battle between blind, deaf, seven-year-old Helen Keller (Duke) and Annie Sullivan (Bancroft), the tenacious young woman who undertakes the seemingly impossible task of teaching her language and, by extension, bringing her into the civilized community. The Miracle Worker is a breathtaking drama, notable for one of Bancroft’s most impressive performances, and for its thematic resonances with Truffaut’s Wild Child and Herzog’s Mystery of Kasper Hauser.” —Michael Goodwin
Directed by Arthur Penn. Screenplay by William Gibson, based on his play. With Anne Bancroft, Patty Duke, Victor Jory, Inga Swenson. (1962, 106 mins, print courtesy of United Artists)","Directed by Arthur Penn. Screenplay by William Gibson, based on his play. With Anne Bancroft, Patty Duke, Victor Jory, Inga Swenson. (1962, 106 mins, print courtesy of United Artists)",106,United Artists,,PFA Theater,1977-03-20,1977-03-20T19:20,
event_90081,Director Rezo Chkheidze In Person! ,"“Here is a war film which rarely raises its voice and keeps away from pompous and grandiose gestures. It concerns an eldery Georgian wine-grower who sets out to visit his son at a frontline hospital during the final phases of the war. The backgrounds are vividly sketched in, but one mainly remembers the playing of the late (great) actor Sergo Zakariadze as the dazed and stubborn old man intent on getting through the firing lines to his son.” —John Gillett, British Film Institute. 
Directed by Rezo Chkheidze. (1964, 90 mins, 35mm, English titles) ","Directed by Rezo Chkheidze. (1964, 90 mins, 35mm, English titles) ",90,,,PFA Theater,1977-03-21,1977-03-21T19:30,
event_90082,The Films of Jon Rubin  — John Rubin In Person,"“Celluloid, the raw material of cinema, provides the imagery for the films of Paul Sharits and Jon Rubin. In most films, the substance of celluloid is ‘invisible’ in the sense that it is the means by which the images are conveyed past the projector’s light beam. Images are printed on it. . . . Jon Rubin’s Lozenge Lickings (1974, 10 mins, silent) and The Catalog (1973–75, 16 mins, silent) focus attention on and derive imagery from the substance of celluloid itself.” —Whitney Museum of American Art. Jon Rubin, who is a fellow at the Center for Advanced Visual Studies at MIT, discusses these two films as having “grown from explorations into the physical nature of the gelatin and dye film emulsion. From a sense of having a restricted ‘palette’ due to the needs of a film industry oriented towards the mimicry of ‘realistic’ color I became involved with that stage of film production least within the filmmaker’s grasp: image development through photochemical processing. It is at this stage of any film production that a uniformly dense strip of celluloid and gelatin is transformed into form and color. My involvement with processing has given me an intuitive input into the filmmaking process in a way not normally possible after initial photography is complete. I attempt to avoid overly scientific and analytic methods to make a somewhat technological procedure more open-ended and revealing. I have become more aware of the organic nature of the film material. . . . When stressed, through the application of heated solutions and non-standard chemicals, an organic substructure is revealed. When a latent image is present, produced through prior photography, a co-existence of random and chosen forms compete and reinforce each other.”
Other films to be screened are: Soup Clerk (1972); No Heroes (1972, 7 mins), which is a single take of a fixed image (water), dealing with the subtle relation of image to sound; and Calves’ Ears (1975, 25 mins, silent). ","(1974, 10 mins, silent)",10,,,PFA Theater,1977-03-21,1977-03-21T21:30,
