Play Date,Showtime One,Showtime Two,Film Series,Film Screening Title / Odds and Ends,Film Title,Alternate Title,Long Description,Film Note Author,Film Note Author Title,Legacy Credits,Director,Screenwriter,Cinematographer,Cast/With,Country,Film Year,Film Run Time,Print Source,Permission,In Person Guest,Location,,,,,,,,,,Short Description
2/22/1978,7:30 PM,,,"Popular Demand Repeat Program: A Three-Hour-""Plus"" Festival of Shorts by Major International Directors; Admission $2:00",All The Boys Are Called Patrick,,"Histoire d’eau
Directed by Jean-Luc Godard and Francois Truffaut. With Jean-Claude Brialy and Caroline Dim. (1958, 20 mins, English titles, Print from PFA Collection) 
Les miston 
Directed by Francois Truffaut. With Gerard Blain and Bernadette Lafont. (1958, 18 mins, 35mm, English titles, Print from PFA Collection)
All The Boys Are Called Patrick
Directed by Jean-Luc Godard. Screenplay by Eric Rohmer. With Jean-Claude Brialy, Nicole Courcel. (1957, 21 mins, 35mm, English titles, Print from PFA Collection) 
Charlotte et son jules 
Directed by Jean-Luc Godard. With Jean-Paul Belmondo, Anne Colette, General Blain. (1958, 20 mins, English titles, Print from PFA Collection) 
The Fat and The Lean
Directed by Roman Polanski. (1963, 15 mins, 35mm, English titles, Print from PFA Collection) 
Sunday on the Island of the Grande Jatte
Directed by Franz Weisz. (Netherlands, 1965, 20 mins, 35mm, English titles, Print from PFA Collection) 
A Parable of Two 
Directed by Satyajit Ray. (1964, 10 mins, Print from PFA Collection)
La jetee
Directed by Chris Marker. (1962, 29 mins, 35mm, English titles, Print from PFA Collection)
Monihara
Directed by Satyajit Ray. Based on a story by Rabindranath Tagore. (1961, 57 mins, 35mm, English titles, Print from PFA Collection)",,,"Directed by Jean-Luc Godard. Screenplay by Eric Rohmer. With Jean-Claude Brialy, Nicole Courcel. (1957, 21 mins, 35mm, English titles, Print from PFA Collection)",Jean-Luc Godard,Eric Rohmer,,"Jean-Claude Brialy, Nicole Courcel",,1957,21,PFA Collection,,,Wheeler Auditorium ,,,,,,,,,,
2/22/1978,7:30 PM,,,"Popular Demand Repeat Program: A Three-Hour-""Plus"" Festival of Shorts by Major International Directors; Admission $2:00",Charlotte et son jules,,"Histoire d’eau
Directed by Jean-Luc Godard and Francois Truffaut. With Jean-Claude Brialy and Caroline Dim. (1958, 20 mins, English titles, Print from PFA Collection) 
Les miston 
Directed by Francois Truffaut. With Gerard Blain and Bernadette Lafont. (1958, 18 mins, 35mm, English titles, Print from PFA Collection)
All The Boys Are Called Patrick
Directed by Jean-Luc Godard. Screenplay by Eric Rohmer. With Jean-Claude Brialy, Nicole Courcel. (1957, 21 mins, 35mm, English titles, Print from PFA Collection) 
Charlotte et son jules 
Directed by Jean-Luc Godard. With Jean-Paul Belmondo, Anne Colette, General Blain. (1958, 20 mins, English titles, Print from PFA Collection) 
The Fat and The Lean
Directed by Roman Polanski. (1963, 15 mins, 35mm, English titles, Print from PFA Collection) 
Sunday on the Island of the Grande Jatte
Directed by Franz Weisz. (Netherlands, 1965, 20 mins, 35mm, English titles, Print from PFA Collection) 
A Parable of Two 
Directed by Satyajit Ray. (1964, 10 mins, Print from PFA Collection)
La jetee
Directed by Chris Marker. (1962, 29 mins, 35mm, English titles, Print from PFA Collection)
Monihara
Directed by Satyajit Ray. Based on a story by Rabindranath Tagore. (1961, 57 mins, 35mm, English titles, Print from PFA Collection)",,,"Directed by Jean-Luc Godard. With Jean-Paul Belmondo, Anne Colette, General Blain. (1958, 20 mins, English titles, Print from PFA Collection) ",Jean-Luc Godard,,,"Jean-Paul Belmondo, Anne Colette, General Blain",,1958,20,PFA Collection,,,Wheeler Auditorium ,,,,,,,,,,
2/22/1978,7:30 PM,,,"Popular Demand Repeat Program: A Three-Hour-""Plus"" Festival of Shorts by Major International Directors; Admission $2:00",The Fat and The Lean,,"Histoire d’eau
Directed by Jean-Luc Godard and Francois Truffaut. With Jean-Claude Brialy and Caroline Dim. (1958, 20 mins, English titles, Print from PFA Collection) 
Les miston 
Directed by Francois Truffaut. With Gerard Blain and Bernadette Lafont. (1958, 18 mins, 35mm, English titles, Print from PFA Collection)
All The Boys Are Called Patrick
Directed by Jean-Luc Godard. Screenplay by Eric Rohmer. With Jean-Claude Brialy, Nicole Courcel. (1957, 21 mins, 35mm, English titles, Print from PFA Collection) 
Charlotte et son jules 
Directed by Jean-Luc Godard. With Jean-Paul Belmondo, Anne Colette, General Blain. (1958, 20 mins, English titles, Print from PFA Collection) 
The Fat and The Lean
Directed by Roman Polanski. (1963, 15 mins, 35mm, English titles, Print from PFA Collection) 
Sunday on the Island of the Grande Jatte
Directed by Franz Weisz. (Netherlands, 1965, 20 mins, 35mm, English titles, Print from PFA Collection) 
A Parable of Two 
Directed by Satyajit Ray. (1964, 10 mins, Print from PFA Collection)
La jetee
Directed by Chris Marker. (1962, 29 mins, 35mm, English titles, Print from PFA Collection)
Monihara
Directed by Satyajit Ray. Based on a story by Rabindranath Tagore. (1961, 57 mins, 35mm, English titles, Print from PFA Collection)",,,"Directed by Roman Polanski. (1963, 15 mins, 35mm, English titles, Print from PFA Collection) ",Roman Polanski,,,,,1963,15,PFA Collection,,,Wheeler Auditorium ,,,,,,,,,,
2/22/1978,7:30 PM,,,"Popular Demand Repeat Program: A Three-Hour-""Plus"" Festival of Shorts by Major International Directors; Admission $2:00",Sunday on the Island of the Grande Jatte ,,"Histoire d’eau
Directed by Jean-Luc Godard and Francois Truffaut. With Jean-Claude Brialy and Caroline Dim. (1958, 20 mins, English titles, Print from PFA Collection) 
Les miston 
Directed by Francois Truffaut. With Gerard Blain and Bernadette Lafont. (1958, 18 mins, 35mm, English titles, Print from PFA Collection)
All The Boys Are Called Patrick
Directed by Jean-Luc Godard. Screenplay by Eric Rohmer. With Jean-Claude Brialy, Nicole Courcel. (1957, 21 mins, 35mm, English titles, Print from PFA Collection) 
Charlotte et son jules 
Directed by Jean-Luc Godard. With Jean-Paul Belmondo, Anne Colette, General Blain. (1958, 20 mins, English titles, Print from PFA Collection) 
The Fat and The Lean
Directed by Roman Polanski. (1963, 15 mins, 35mm, English titles, Print from PFA Collection) 
Sunday on the Island of the Grande Jatte
Directed by Franz Weisz. (Netherlands, 1965, 20 mins, 35mm, English titles, Print from PFA Collection) 
A Parable of Two 
Directed by Satyajit Ray. (1964, 10 mins, Print from PFA Collection)
La jetee
Directed by Chris Marker. (1962, 29 mins, 35mm, English titles, Print from PFA Collection)
Monihara
Directed by Satyajit Ray. Based on a story by Rabindranath Tagore. (1961, 57 mins, 35mm, English titles, Print from PFA Collection)",,,"Directed by Franz Weisz. (Netherlands, 1965, 20 mins, 35mm, English titles, Print from PFA Collection)",Franz Weisz,,,,Netherlands,1965,20,PFA Collection,,,Wheeler Auditorium ,,,,,,,,,,
2/22/1978,7:30 PM,,,"Popular Demand Repeat Program: A Three-Hour-""Plus"" Festival of Shorts by Major International Directors; Admission $2:00",A Parable of Two ,,"Histoire d’eau
Directed by Jean-Luc Godard and Francois Truffaut. With Jean-Claude Brialy and Caroline Dim. (1958, 20 mins, English titles, Print from PFA Collection) 
Les miston 
Directed by Francois Truffaut. With Gerard Blain and Bernadette Lafont. (1958, 18 mins, 35mm, English titles, Print from PFA Collection)
All The Boys Are Called Patrick
Directed by Jean-Luc Godard. Screenplay by Eric Rohmer. With Jean-Claude Brialy, Nicole Courcel. (1957, 21 mins, 35mm, English titles, Print from PFA Collection) 
Charlotte et son jules 
Directed by Jean-Luc Godard. With Jean-Paul Belmondo, Anne Colette, General Blain. (1958, 20 mins, English titles, Print from PFA Collection) 
The Fat and The Lean
Directed by Roman Polanski. (1963, 15 mins, 35mm, English titles, Print from PFA Collection) 
Sunday on the Island of the Grande Jatte
Directed by Franz Weisz. (Netherlands, 1965, 20 mins, 35mm, English titles, Print from PFA Collection) 
A Parable of Two 
Directed by Satyajit Ray. (1964, 10 mins, Print from PFA Collection)
La jetee
Directed by Chris Marker. (1962, 29 mins, 35mm, English titles, Print from PFA Collection)
Monihara
Directed by Satyajit Ray. Based on a story by Rabindranath Tagore. (1961, 57 mins, 35mm, English titles, Print from PFA Collection)",,,"Directed by Satyajit Ray. (1964, 10 mins, Print from PFA Collection)",Satyajit Ray,,,,,1964,10,PFA Collection,,,Wheeler Auditorium ,,,,,,,,,,
2/22/1978,7:30 PM,,,"Popular Demand Repeat Program: A Three-Hour-""Plus"" Festival of Shorts by Major International Directors; Admission $2:00",La jette,,"Histoire d’eau
Directed by Jean-Luc Godard and Francois Truffaut. With Jean-Claude Brialy and Caroline Dim. (1958, 20 mins, English titles, Print from PFA Collection) 
Les miston 
Directed by Francois Truffaut. With Gerard Blain and Bernadette Lafont. (1958, 18 mins, 35mm, English titles, Print from PFA Collection)
All The Boys Are Called Patrick
Directed by Jean-Luc Godard. Screenplay by Eric Rohmer. With Jean-Claude Brialy, Nicole Courcel. (1957, 21 mins, 35mm, English titles, Print from PFA Collection) 
Charlotte et son jules 
Directed by Jean-Luc Godard. With Jean-Paul Belmondo, Anne Colette, General Blain. (1958, 20 mins, English titles, Print from PFA Collection) 
The Fat and The Lean
Directed by Roman Polanski. (1963, 15 mins, 35mm, English titles, Print from PFA Collection) 
Sunday on the Island of the Grande Jatte
Directed by Franz Weisz. (Netherlands, 1965, 20 mins, 35mm, English titles, Print from PFA Collection) 
A Parable of Two 
Directed by Satyajit Ray. (1964, 10 mins, Print from PFA Collection)
La jetee
Directed by Chris Marker. (1962, 29 mins, 35mm, English titles, Print from PFA Collection)
Monihara
Directed by Satyajit Ray. Based on a story by Rabindranath Tagore. (1961, 57 mins, 35mm, English titles, Print from PFA Collection)",,,"Directed by Chris Marker. (1962, 29 mins, 35mm, English titles, Print from PFA Collection)",Chris Marker,,,,,1962,29,PFA Collection,,,Wheeler Auditorium ,,,,,,,,,,
2/22/1978,7:30 PM,,,"Popular Demand Repeat Program: A Three-Hour-""Plus"" Festival of Shorts by Major International Directors; Admission $2:00",Monihara ,,"Histoire d’eau
Directed by Jean-Luc Godard and Francois Truffaut. With Jean-Claude Brialy and Caroline Dim. (1958, 20 mins, English titles, Print from PFA Collection) 
Les miston 
Directed by Francois Truffaut. With Gerard Blain and Bernadette Lafont. (1958, 18 mins, 35mm, English titles, Print from PFA Collection)
All The Boys Are Called Patrick
Directed by Jean-Luc Godard. Screenplay by Eric Rohmer. With Jean-Claude Brialy, Nicole Courcel. (1957, 21 mins, 35mm, English titles, Print from PFA Collection) 
Charlotte et son jules 
Directed by Jean-Luc Godard. With Jean-Paul Belmondo, Anne Colette, General Blain. (1958, 20 mins, English titles, Print from PFA Collection) 
The Fat and The Lean
Directed by Roman Polanski. (1963, 15 mins, 35mm, English titles, Print from PFA Collection) 
Sunday on the Island of the Grande Jatte
Directed by Franz Weisz. (Netherlands, 1965, 20 mins, 35mm, English titles, Print from PFA Collection) 
A Parable of Two 
Directed by Satyajit Ray. (1964, 10 mins, Print from PFA Collection)
La jetee
Directed by Chris Marker. (1962, 29 mins, 35mm, English titles, Print from PFA Collection)
Monihara
Directed by Satyajit Ray. Based on a story by Rabindranath Tagore. (1961, 57 mins, 35mm, English titles, Print from PFA Collection)",,,"Directed by Satyajit Ray. Based on a story by Rabindranath Tagore. (1961, 57 mins, 35mm, English titles, Print from PFA Collection)",Satyajit Ray,,,,,1961,57,PFA Collection,,,Wheeler Auditorium ,,,,,,,,,,
2/23/1978,4:00 PM,,Yvette Biro Presents Contemporary Eastern European Cinema,Admission Free ,Adoption,,"“Since my first film, The Girl, I attempt in a very deliberate and stubborn way to portray women capable of making independent decisions… I did it when ‘feminism’ was not yet fashionable… In the center of all my films there is a woman who is forced to make a decision, fully independent… Everywhere the ideal woman is the tender, passive, adaptive person who is submissive. Since the family is the basic form of life, every young girl between 20 and 30 has the ambition to find a husband… In Adoption, Kata, the heroine, is looking for another solution: instead of forcing the man who already has a family to support her, she adopts a child.”
The statement of Marta Meszaros describes very precisely the goals of her film. She really succeeded in creating strong, determined and durable female personalities, without risk to their humanity. She depicted the sobriety of solitude. Adoption is an attractive, simple story, avoiding romantic and sentimental elements: even at the end, it doesn’t give us any assurance of eventual happiness. However, through a developing relationship of love and understanding, a kind of self-responsibility defines itself. Certainly, Adoption is very much a woman’s film—this quality provides an introspective style with precise observations, and an astonishingly dry, lyrical mood. Adoption won the Grand Prize of the 1975 Berlin Festival. 
Directed by Marta Meszaros. Screenplay by Meszaros, Ferenc Grunwalsky and Gyula Hernadi. With Kati Berek, Laszlo Szabo, Gyongyver Vigh. (1975, 89 mins, 35mm, English titles, Print Courtesy of George Gund)",,,"Directed by Marta Meszaros. Screenplay by Meszaros, Ferenc Grunwalsky and Gyula Hernadi. With Kati Berek, Laszlo Szabo, Gyongyver Vigh. (1975, 89 mins, 35mm, English titles, Print Courtesy of George Gund)","“Since my first film, The Girl, I attempt in a very deliberate and stubborn way to portray women capable of making independent decisions… I did it when ‘feminism’ was not yet fashionable… In the center of all my films there is a woman who is forced to make a decision, fully independent… Everywhere the ideal woman is the tender, passive, adaptive person who is submissive. Since the family is the basic form of life, every young girl between 20 and 30 has the ambition to find a husband… In Adoption, Kata, the heroine, is looking for another solution: instead of forcing the man who already has a family to support her, she adopts a child.”
The statement of Marta Meszaros describes very precisely the goals of her film. She really succeeded in creating strong, determined and durable female personalities, without risk to their humanity. She depicted the sobriety of solitude. Adoption is an attractive, simple story, avoiding romantic and sentimental elements: even at the end, it doesn’t give us any assurance of eventual happiness. However, through a developing relationship of love and understanding, a kind of self-responsibility defines itself. Certainly, Adoption is very much a woman’s film—this quality provides an introspective style with precise observations, and an astonishingly dry, lyrical mood. Adoption won the Grand Prize of the 1975 Berlin Festival. 
Directed by Marta Meszaros. Screenplay by Meszaros, Ferenc Grunwalsky and Gyula Hernadi. With Kati Berek, Laszlo Szabo, Gyongyver Vigh. (1975, 89 mins, 35mm, English titles, Print Courtesy of George Gund)","Meszaros, Ferenc Grunwalsky and Gyula Hernadi",,"Kati Berek, Laszlo Szabo, Gyongyver Vigh",,1975,89,George Gund,,,PFA Theater,,,,,,,,,,
2/23/1978,6:00 PM,,"Senegal: Fifteen Years of An African Cinema, 1962-1977",Two Films by Djibril Diop-Mambety; Admission $1.00,Contras' City ,,"Born in 1945, Djibril Diop-Mambety had been an actor with the Troupe Daniel-Sorano de Dakar before making his film debut in 1968 with this comic short dealing with the cosmopolitan pretensions of a sector of Dakar society. 
(1968, 27 mins, color, French commentary with English synopsis provided, Print Courtesy of Faroun Films)
Badou Boy 
With Badou Boy, Diop-Mambety confirmed the promise of Contras’ City, instantly taking his place as the foremost comedy director in Senegal. A lively and anarchistic comedy, Badou Boy deals with the misadventures of a policeman and a delinquent boy in the suburbs of Dakar.
Directed by Djibril Diop-Mambety. (1970, 60 mins, color, in French with English synopsis provided)
",,,"(1968, 27 mins, color, French commentary with English synopsis provided, Print Courtesy of Faroun Films)",,,,,,1968,27,Faroun Films,,,PFA Theater,,,,,,,,,,
2/23/1978,6:00 PM,,"Senegal: Fifteen Years of An African Cinema, 1962-1977",Two Films by Djibril Diop-Mambety; Admission $1.00,Badou Boy ,,"Born in 1945, Djibril Diop-Mambety had been an actor with the Troupe Daniel-Sorano de Dakar before making his film debut in 1968 with this comic short dealing with the cosmopolitan pretensions of a sector of Dakar society. 
(1968, 27 mins, color, French commentary with English synopsis provided, Print Courtesy of Faroun Films)
Badou Boy 
With Badou Boy, Diop-Mambety confirmed the promise of Contras’ City, instantly taking his place as the foremost comedy director in Senegal. A lively and anarchistic comedy, Badou Boy deals with the misadventures of a policeman and a delinquent boy in the suburbs of Dakar.
Directed by Djibril Diop-Mambety. (1970, 60 mins, color, in French with English synopsis provided)
",,,"Directed by Djibril Diop-Mambety. (1970, 60 mins, color, in French with English synopsis provided)",Djibril Diop-Mambety,,,,,1970,60,,,,PFA Theater,,,,,,,,,,
2/23/1978,7:30 PM,,New Films by Jon Jost,New Films by Jon Jost; Jon Jost in Person,Last Chants For a Slow Dance ,Dead End ,"“Last Chants is a story of a man whose life is closing down, his options narrowing. It is presented in an intermixed series of obviously manipulated dramatic scenes juxtaposed against flat ‘documentary slices’ of ‘reality,’ all linked by a series of Country and Western songs. Cinematically, Last Chants uses a variety of graphic reconstructions and abstract elements in order to probe expressively and expose the interior breakdown of its main character.” —Jon Jost.
Produced, Directed and Edited by Jon Jost. Written by Jon Jost, Peter Trias. Photo: Jon Jost, Swain Wolfe. Music: Jon Jost, Peter Trias. Cast: Tom Blair, Jessica St. John, Steve Voorheis. (1976, 90 mins, Print Courtesy of Filmmaker)",,,"Produced, Directed and Edited by Jon Jost. Written by Jon Jost, Peter Trias. Photo: Jon Jost, Swain Wolfe. Music: Jon Jost, Peter Trias. Cast: Tom Blair, Jessica St. John, Steve Voorheis. (1976, 90 mins, Print Courtesy of Filmmaker)",Jon Jost,"Jon Jost, Peter Trias","Jon Jost, Swain Wolfe","Tom Blair, Jessica St. John, Steve Voorheis",,1976,90,Filmmaker,,Jon Jost,PFA Theater,,,,,,,,,,
2/23/1978,9:30 PM,,The Films of John Ford ,The Films of John Ford (24),The Fugitive,,"The Fugitive is one of John Ford’s least popular films; it was also, paradoxically, one of his personal favorites. Starring Henry Fonda as a Catholic priest on the run in a South American police state, it was (in the opinion of Andrew Sarris) an attempt to “recapture the mystical, expressionist aura of The Informer.” If it seems overly arty (in a way that neither The Informer nor The Long Voyage Home does), it remains one of Ford’s most serious and ambitious films, and therefore worthy of another look. Sarris finds it fatally flawed. So did James Agee, but at least he was decently ambiguous: “I think The Fugitive is a bad work of art”, he wrote, “tacky, unreal, and pretentious. Yet I… have seldom seen… such grandeur and sobriety of ambition, such continuous intensity of treatment or such frequent achievement of what was obviously worked for, however misguided or distasteful I think it.” Whew!
Finally, though, we’re showing The Fugitive simply because Ford’s Catholicism is of crucial importance to a full appraisal of his life’s work. Here we find many secrets revealed that will explicate other, more successful films. As you can see, we’re ambiguous too. —Michael Goodwin
Directed by John Ford. Produced by Ford and Merian C. Cooper. Written by Dubley Nichols from Graham Greene’s novel “The Power and the Glory.” Photography by Gabriel Figueroa. Also with: Dolores Del Rio, Ward Bond, John Qualen. (1947, 104 mins, Argosy Pictures—RKO Radio, Print Courtesy of Audio Brandon) ",,,"Directed by John Ford. Produced by Ford and Merian C. Cooper. Written by Dubley Nichols from Graham Greene’s novel “The Power and the Glory.” Photography by Gabriel Figueroa. Also with: Dolores Del Rio, Ward Bond, John Qualen. (1947, 104 mins, Argosy Pictures—RKO Radio, Print Courtesy of Audio Brandon)",John Ford,Dubley Nichols,Gabriel Figueroa,"Dolores Del Rio, Ward Bond, John Qualen",,1947,104,Audio Brandon,,,PFA Theater,,,,,,,,,,
2/24/1978,6:00 PM,,The Films of Ernst Lubitsch ,,Die Puppe,,"In his book The Lubitsch Touch, Herman G. Weinberg writes of Die Puppe: “Before the year’s end, Die Puppe (The Doll) came out, a fantasy inspired by themes from E.T.A. Hoffman, from which Offenbach had also drawn for his “Tale of Hoffman.” Set principally in a doll-maker’s boutique (a mechanical doll is brought to life and marries the doll-maker’s apprentice), utilizing all manner of camera tricks including the split screen, superimposition, high-speed photography, multiple exposures (there is one shot of twelve images of mouths in a single frame), the film was full of droll effects. It is inventive even before the film proper starts by showing Lubitsch touch’ at work, side by side with the old slapstick of his apprentice days. Amusing, also, were the anticlerical barbs directed at a group of hedonistic monks in a monastery who somehow become involved in the zany proceedings.”
Directed by Ernst Lubitsch, Screenplay by Hans Kraly and Lubitsch. With Ossi Oswalda, Herman Thimig, Victor Janson. (1919, 48 mins, German intertitles with live English translation) 
Kohlhiesel’s Daughter is a broad village comedy, and, as such, quite different from Lubitsch’s previous output, proving that he was a master in all genres. In the film, little of Lubitsch’s previously noted finesse can be found—in true slapstick fashion people throw objects at each other, pour soup over one another, gorge themselves with dumplings, etc.—but the comic effects never seem strained: The success of the world premiere at the newly built Ufa Palast am Zoo remained with this relaxing comedy. It established Henny Porten in the dual role of the two sisters as a favorite of the German public. For Jannings, the part of the simple, boorish Peter was also quite a change from the debonair Louis XV he had portrayed in Madame Dubarry a few months earlier, and left no doubt about his great histrionic talent which he displayed to even greater advantage later on. Kohlhiesel’s Daughter had two remakes in Germany with soundtrack: 1930 again with Henny Porten and in 1943. None was as successful as the original. Henny Porten produced the 1930 version herself. 
Directed by Ernst Lubitsch. Screenplay by Hans Kraly and Lubitsch. With Henny Porten, Emil Jannings. (1920, 42 mins, German Intertitles with Live English Translation)
",,,"Directed by Ernst Lubitsch, Screenplay by Hans Kraly and Lubitsch. With Ossi Oswalda, Herman Thimig, Victor Janson. (1919, 48 mins, German intertitles with live English translation)",Ernst Lubitsch,Hans Kraly and Lubitsch,,"Ossi Oswalda, Herman Thimig, Victor Janson",,1919,48,,,,PFA Theater,,,,,,,,,,
2/24/1978,6:00 PM,,The Films of Ernst Lubitsch ,,Kohlhiesel's Daughter,,"In his book The Lubitsch Touch, Herman G. Weinberg writes of Die Puppe: “Before the year’s end, Die Puppe (The Doll) came out, a fantasy inspired by themes from E.T.A. Hoffman, from which Offenbach had also drawn for his “Tale of Hoffman.” Set principally in a doll-maker’s boutique (a mechanical doll is brought to life and marries the doll-maker’s apprentice), utilizing all manner of camera tricks including the split screen, superimposition, high-speed photography, multiple exposures (there is one shot of twelve images of mouths in a single frame), the film was full of droll effects. It is inventive even before the film proper starts by showing Lubitsch touch’ at work, side by side with the old slapstick of his apprentice days. Amusing, also, were the anticlerical barbs directed at a group of hedonistic monks in a monastery who somehow become involved in the zany proceedings.”
Directed by Ernst Lubitsch, Screenplay by Hans Kraly and Lubitsch. With Ossi Oswalda, Herman Thimig, Victor Janson. (1919, 48 mins, German intertitles with live English translation) 
Kohlhiesel’s Daughter is a broad village comedy, and, as such, quite different from Lubitsch’s previous output, proving that he was a master in all genres. In the film, little of Lubitsch’s previously noted finesse can be found—in true slapstick fashion people throw objects at each other, pour soup over one another, gorge themselves with dumplings, etc.—but the comic effects never seem strained: The success of the world premiere at the newly built Ufa Palast am Zoo remained with this relaxing comedy. It established Henny Porten in the dual role of the two sisters as a favorite of the German public. For Jannings, the part of the simple, boorish Peter was also quite a change from the debonair Louis XV he had portrayed in Madame Dubarry a few months earlier, and left no doubt about his great histrionic talent which he displayed to even greater advantage later on. Kohlhiesel’s Daughter had two remakes in Germany with soundtrack: 1930 again with Henny Porten and in 1943. None was as successful as the original. Henny Porten produced the 1930 version herself. 
Directed by Ernst Lubitsch. Screenplay by Hans Kraly and Lubitsch. With Henny Porten, Emil Jannings. (1920, 42 mins, German Intertitles with Live English Translation)
",,,"Directed by Ernst Lubitsch. Screenplay by Hans Kraly and Lubitsch. With Henny Porten, Emil Jannings. (1920, 42 mins, German Intertitles with Live English Translation)",Ernst Lubitsch,Hans Kraly and Lubitsch,,"Henny Porten, Emil Jannings",,1920,42,,,,PFA Theater,,,,,,,,,,
2/24/1978,7:30 PM,9:50 PM,,Premiere Revivals of Rare Max Fleischer Cartoons,Eintein's Theory of Relativity ,,"This special screening of Max Flesicher’s Einstein’s Theory of Relativity might well be the first public viewing in more than 40 years. The film had been considered lost until having recently appeared in the collection of The American Association of Physics Teachers by whose permission it is being shown tonight. 
Darwin’s Theory of Evolution, another early Fleischer scientific subject, surfaces recently and is seen in its original tinted and toned, color version. The film combines animation, stock footage and Willis O’Brien’s dinosaur sequence from his Ghost of Slumber Mountain.
Koko’s Earth Control, one of the popular Out of the Inkwell cartoons, shows that Max Flesischer’s interest in scientific subjects was not always confined to a serious presentation as in the former features. 
Max Fleischer, the veteran cartoon producer best known for Popeye the Sailor and Betty Boop cartoons, began in 1910 as a staff artist on the Brooklyn Daily Eagle newspaper. His interest in science eventually led him to an associate editorship of the Popular Science Monthly, Max began experimenting with the animated cartoon around 1914 and found in the medium a perfect merger of his interests in art and mechanics.
Fleischer’s first cartoon featuring a clown to be named “Koko” was produced with his brothers, Dave and Joe. The Fleischers’ production of Einstein’s Theory in 1923 was a remarkable achievement on several counts. It may have been that first feature-length animated cartoon and at the time it was claimed that only seven men in the world even understood the theory. Max went them one better and with his help that knowledge became considerably less exclusive. It is reported that long lines of people crowded the sidewalks in bitter cold Chicago weather to see the film, a veritable Star Wars of its day. 
Not much is known about the sponsors of the actual production of the feature. Max had said that Einstein himself wrote to the producers of the film declaring it “an excellent attempt at illuminating an abstract subject.”
Darwin’s Theory was produced in 1924 in connection with the New York Museum of Natural History. Made during the famous Scopes Trial, Max defended the film as not intending to preach the authenticity of the theory but merely to illustrate it.
Science buffs, film fans and Fleischer devotees consider yourselves witness to an historic event tonight. And please—read the titles to yourselves. Loud reading annoys your neighbors! —Leslie Cabarga, recognized authority on the Fleischer Brothers and author of The Fleischer Story, Nostalgia Press, 1976. 

Program order:
Einstein’s Theory of Relativity (1923, 45 mins, Print Courtesy of AAPT Film Repository)
Koko’s Earth Control (1927, 8 mins, Print Courtesy of Em Gee Films)
Darwin’s Theory of Evolution (1924, 65 mins, color, Print Courtesy of Em Gee Films)
plus Flesischer’s My Old Kentucky Home (1925, 7 mins), one of the earliest sound cartoons, a pioneer “bouncing-ball” number, pre-dating Disney’s Steamboat Willie. Fleischer worked with Dr. Lee De Forest on this early sound cartoon. ",,,"(1923, 45 mins, Print Courtesy of AAPT Film Repository)",,,,,,1923,45,AAPT Film Repository,,,PFA Theater,,,,,,,,,,
2/24/1978,7:30 PM,9:50 PM,,Premiere Revivals of Rare Max Fleischer Cartoons,Darwin's Theory of Evolution,,"This special screening of Max Flesicher’s Einstein’s Theory of Relativity might well be the first public viewing in more than 40 years. The film had been considered lost until having recently appeared in the collection of The American Association of Physics Teachers by whose permission it is being shown tonight. 
Darwin’s Theory of Evolution, another early Fleischer scientific subject, surfaces recently and is seen in its original tinted and toned, color version. The film combines animation, stock footage and Willis O’Brien’s dinosaur sequence from his Ghost of Slumber Mountain.
Koko’s Earth Control, one of the popular Out of the Inkwell cartoons, shows that Max Flesischer’s interest in scientific subjects was not always confined to a serious presentation as in the former features. 
Max Fleischer, the veteran cartoon producer best known for Popeye the Sailor and Betty Boop cartoons, began in 1910 as a staff artist on the Brooklyn Daily Eagle newspaper. His interest in science eventually led him to an associate editorship of the Popular Science Monthly, Max began experimenting with the animated cartoon around 1914 and found in the medium a perfect merger of his interests in art and mechanics.
Fleischer’s first cartoon featuring a clown to be named “Koko” was produced with his brothers, Dave and Joe. The Fleischers’ production of Einstein’s Theory in 1923 was a remarkable achievement on several counts. It may have been that first feature-length animated cartoon and at the time it was claimed that only seven men in the world even understood the theory. Max went them one better and with his help that knowledge became considerably less exclusive. It is reported that long lines of people crowded the sidewalks in bitter cold Chicago weather to see the film, a veritable Star Wars of its day. 
Not much is known about the sponsors of the actual production of the feature. Max had said that Einstein himself wrote to the producers of the film declaring it “an excellent attempt at illuminating an abstract subject.”
Darwin’s Theory was produced in 1924 in connection with the New York Museum of Natural History. Made during the famous Scopes Trial, Max defended the film as not intending to preach the authenticity of the theory but merely to illustrate it.
Science buffs, film fans and Fleischer devotees consider yourselves witness to an historic event tonight. And please—read the titles to yourselves. Loud reading annoys your neighbors! —Leslie Cabarga, recognized authority on the Fleischer Brothers and author of The Fleischer Story, Nostalgia Press, 1976. 

Program order:
Einstein’s Theory of Relativity (1923, 45 mins, Print Courtesy of AAPT Film Repository)
Koko’s Earth Control (1927, 8 mins, Print Courtesy of Em Gee Films)
Darwin’s Theory of Evolution (1924, 65 mins, color, Print Courtesy of Em Gee Films)
plus Flesischer’s My Old Kentucky Home (1925, 7 mins), one of the earliest sound cartoons, a pioneer “bouncing-ball” number, pre-dating Disney’s Steamboat Willie. Fleischer worked with Dr. Lee De Forest on this early sound cartoon. ",,,"(1924, 65 mins, color, Print Courtesy of Em Gee Films)",,,,,,1924,65,Em Gee Films,,,PFA Theater,,,,,,,,,,
